Input.video_url,,Answer.category.label,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3267.378.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3276.459.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3284.116.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3307.394.mp4,2,Dissolve Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3314.882.mp4,2,Dissolve Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3320.981.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3326.029.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3328.841.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3386.679.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3391.965.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3399.216.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3405.111.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3410.295.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3414.565.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3421.07.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3428.49.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3432.895.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3441.739.mp4,2,Dissolve Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3444.991.mp4,1,Wipe Transition,also has dissolve,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3467.727.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3475.113.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3479.382.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3482.093.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3483.923.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3489.649.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3516.687.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3526.039.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3531.087.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3533.866.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3539.219.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3548.401.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3554.975.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3558.431.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3566.867.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3571.984.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3575.982.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3586.248.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3590.416.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3594.245.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3600.377.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3605.629.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3615.252.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3620.572.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3625.044.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3637.75.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3643.51.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3649.27.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3653.065.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3690.133.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3697.316.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3701.077.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3705.82.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3716.189.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3723.609.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3729.504.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3744.481.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3753.155.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3759.186.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3774.636.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3780.566.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3788.63.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3796.728.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3802.962.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3817.057.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3819.124.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3832.101.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3861.816.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3892.311.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3922.805.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3940.119.mp4,3,Neither,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3955.197.mp4,1,Wipe Transition,also has dissolve,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3962.584.mp4,1,Wipe Transition,also has dissolve,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3967.259.mp4,1,Wipe Transition,,,,
https://shorttrainingmaterials.s3.us-east-2.amazonaws.com/BALLY_PIIT%40TBR/BALLY_PIIT@TBR_3972.918.mp4,3,Neither,,,,
